"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"12","BR","BRMG",20869101,0.00951086956521739,0.0146666666666667,0.00595238095238095,0.0025,736,0.00951086956521739,0.0146666666666667,0.00595238095238095,0.0025,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"13","BR","BRMS",2651235,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"15","BR","BRPA",8175113,0.256,0.265,0.02,0.0125,250,0.256,0.265,0.02,0.0125,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"16","BR","BRPB",3972202,0.0133333333333333,0.0133333333333333,0,0,150,0.0133333333333333,0.0133333333333333,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"17","BR","BRPE",9345173,0.10958904109589,0.0977777777777778,0.0180505415162455,0.02,584,0.10958904109589,0.0977777777777778,0.0180505415162455,0.02,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"19","BR","BRPR",11163018,0.0355140186915888,0.0730612244897959,0.00188679245283019,0.0021978021978022,535,0.0355140186915888,0.0730612244897959,0.00188679245283019,0.0021978021978022,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"20","BR","BRRJ",16550024,0.0939393939393939,0.0733053221288515,0.00606060606060606,0.00285714285714286,330,0.0939393939393939,0.0733053221288515,0.00606060606060606,0.00285714285714286,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"22","BR","BRRO",1768204,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"23","BR","BRRR",505665,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"24","BR","BRRS",11247972,0.0126353790613718,0.00772727272727273,0,0,554,0.0126353790613718,0.00772727272727273,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"25","BR","BRSC",6819190,0,0,0,0,180,0,0,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"26","BR","BRSE",2242937,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"27","BR","BRSP",44396484,0.0120538657124023,0.0236230500172306,0.00319770647259896,0.00532758761352805,10619,0.0120538657124023,0.0236230500172306,0.00319770647259896,0.00532758761352805,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
"28","BR","BRTO",1515126,0.18,0.18,0.04,0.04,50,0.18,0.18,0.04,0.04,204453710,0.00482315112540193,0.0015,0,0,622,0.031235181540671,0.0339761956932097,0.00384996900345514,0.00348798288666048,14697,0.0301627693128299,0.0326575591163329,0.00369364804776945,0.00334635971572877
