"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0329325044239152,0.0336224421109299,0.00399162040567372,0.00354633567480429
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0329325044239152,0.0336224421109299,0.00399162040567372,0.00354633567480429
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0329325044239152,0.0336224421109299,0.00399162040567372,0.00354633567480429
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0329325044239152,0.0336224421109299,0.00399162040567372,0.00354633567480429
"5","BR","BRBA",15203934,NA,NA,NA,NA,20,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0329325044239152,0.0336224421109299,0.00399162040567372,0.00354633567480429
"6","BR","BRCE",8904459,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0329325044239152,0.0336224421109299,0.00399162040567372,0.00354633567480429
"7","BR","BRDF",2914830,0.0207852193995381,0.0165079365079365,0.00233100233100233,0.001,433,0.0207852193995381,0.0165079365079365,0.00233100233100233,0.001,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0329325044239152,0.0336224421109299,0.00399162040567372,0.00354633567480429
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0329325044239152,0.0336224421109299,0.00399162040567372,0.00354633567480429
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0329325044239152,0.0336224421109299,0.00399162040567372,0.00354633567480429
"10","BR","BRGO",6610681,0.00847457627118644,0.00333333333333333,0,0,236,0.00847457627118644,0.00333333333333333,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0329325044239152,0.0336224421109299,0.00399162040567372,0.00354633567480429
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0342966315793865,0.0351813216453762,0.00418533093796124,0.00371843685212568,12817,0.0329325044239152,0.0336224421109299,0.00399162040567372,0.00354633567480429
