"","countrycode","regioncode","population_region","estprop_regs","meanprop_regs","estprop_regs2","meanprop_regs2","sumreach_regs","meanprop_regs_agg","estprop_regs_agg","meanprop_regs_agg2","estprop_regs_agg2","population_country","estprop_country","meanprop_country","estprop_country2","meanprop_country2","sumreach_country","estprop_country_rhs","meanprop_country_rhs","estprop_country_rhs2","meanprop_country_rhs2","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg","meanprop_country_agg2","estprop_country_agg2"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"5","BR","BRBA",15203934,NA,NA,NA,NA,20,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"6","BR","BRCE",8904459,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"7","BR","BRDF",2914830,0.0207852193995381,0.0165079365079365,0.0023094688221709,0.001,433,0.0165079365079365,0.0207852193995381,0.001,0.0023094688221709,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"10","BR","BRGO",6610681,0.00847457627118644,0.00333333333333333,0,0,236,0.00333333333333333,0.00847457627118644,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"12","BR","BRMG",20869101,0.00951086956521739,0.0146666666666667,0.00543478260869565,0.0025,736,0.0146666666666667,0.00951086956521739,0.0025,0.00543478260869565,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"13","BR","BRMS",2651235,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"15","BR","BRPA",8175113,0.256,0.265,0.02,0.0125,250,0.265,0.256,0.0125,0.02,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"16","BR","BRPB",3972202,0.0133333333333333,0.0133333333333333,0,0,150,0.0133333333333333,0.0133333333333333,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"17","BR","BRPE",9345173,0.10958904109589,0.0977777777777778,0.0171232876712329,0.02,584,0.0977777777777778,0.10958904109589,0.02,0.0171232876712329,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"19","BR","BRPR",11163018,0.0340909090909091,0.0676923076923077,0.00189393939393939,0.00238095238095238,528,0.0676923076923077,0.0340909090909091,0.00238095238095238,0.00189393939393939,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"20","BR","BRRJ",16550024,0.0939393939393939,0.0733053221288515,0.00606060606060606,0.00285714285714286,330,0.0733053221288515,0.0939393939393939,0.00285714285714286,0.00606060606060606,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"22","BR","BRRO",1768204,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"23","BR","BRRR",505665,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"24","BR","BRRS",11247972,0.0131086142322097,0.0085,0,0,534,0.0085,0.0131086142322097,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"25","BR","BRSC",6819190,0,0,0,0,180,0,0,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"26","BR","BRSE",2242937,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"27","BR","BRSP",44396484,0.0122246918569408,0.0242337341712759,0.00292988482521722,0.00551899794694822,9898,0.0242337341712759,0.0122246918569408,0.00551899794694822,0.00292988482521722,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
"28","BR","BRTO",1515126,0.18,0.18,0.04,0.04,50,0.18,0.18,0.04,0.04,204453710,0.00482315112540193,0.0015,0,0,622,0.031220610115459,0.0338581764562418,0.00369668010360345,0.00353954690374939,13949,0.032476885827199,0.0300937677922269,0.00338845238901931,0.0035388779606866
