"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"5","BR","BRBA",15203934,NA,NA,NA,NA,20,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"6","BR","BRCE",8904459,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"7","BR","BRDF",2914830,0.02,0.02,0,0,100,0.02,0.02,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"10","BR","BRGO",6610681,0.01,0.01,0,0,200,0.01,0.01,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
