"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"12","BR","BRMG",20869101,0.0133928571428571,0.0316666666666667,0,0,224,0.0133928571428571,0.0316666666666667,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"13","BR","BRMS",2651235,NA,NA,NA,NA,10,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"15","BR","BRPA",8175113,0.256,0.265,0.02,0.0125,250,0.256,0.265,0.02,0.0125,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"16","BR","BRPB",3972202,0.0133333333333333,0.0133333333333333,0,0,150,0.0133333333333333,0.0133333333333333,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"17","BR","BRPE",9345173,0.2,0.2,0.02,0.02,100,0.2,0.2,0.02,0.02,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"19","BR","BRPR",11163018,0.0336134453781513,0.0764285714285714,0,0,119,0.0336134453781513,0.0764285714285714,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"20","BR","BRRJ",16550024,0.103846153846154,0.0791666666666667,0.00769230769230769,0.005,260,0.103846153846154,0.0791666666666667,0.00769230769230769,0.005,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"22","BR","BRRO",1768204,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"23","BR","BRRR",505665,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"24","BR","BRRS",11247972,0.00454545454545455,0.0025,0,0,220,0.00454545454545455,0.0025,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"25","BR","BRSC",6819190,0,0,0,0,90,0,0,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"26","BR","BRSE",2242937,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"27","BR","BRSP",44396484,0.00833333333333333,0.00708333333333333,0,0,480,0.00833333333333333,0.00708333333333333,0,0,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
"28","BR","BRTO",1515126,0.18,0.18,0.04,0.04,50,0.18,0.18,0.04,0.04,204453710,0.00482315112540193,0.0015,0,0,622,0.0352472492645919,0.0374283350996081,0.00263296096178972,0.00211513663655211,2283,0.0287330361690408,0.0297355900283667,0.0020692082188523,0.00166225712263286
