"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","UA","UA05",1604270,0.04,0.0323809523809524,NA,NA,125,3,0.04,0.0323809523809524,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"2","UA","UA07",1042855,0,0,NA,NA,60,2,0,0,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"3","UA","UA09",2263676,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"4","UA","UA12",3258705,0,0,NA,NA,450,4,0,0,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"5","UA","UA14",4387702,0,0,NA,NA,308,4,0,0,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"6","UA","UA18",1249225,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"7","UA","UA21",1259497,0,0,NA,NA,65,2,0,0,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"8","UA","UA23",1755663,0.005,0.005,NA,NA,400,2,0.005,0.005,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"9","UA","UA26",1382721,0,0,NA,NA,100,1,0,0,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"10","UA","UA30",2900920,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"11","UA","UA32",1731673,0.00914977477477477,0.0140185026273413,NA,NA,7104,80,0.00914977477477477,0.0140185026273413,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"12","UA","UA35",974724,0.15,0.15,NA,NA,20,1,0.15,0.15,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"13","UA","UA40",381685,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"14","UA","UA43",1963770,0.05,0.05,NA,NA,100,1,0.05,0.05,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"15","UA","UA46",2535476,0.00658616904500549,0.005,NA,NA,911,6,0.00658616904500549,0.005,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"16","UA","UA48",1159634,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"17","UA","UA51",2387282,0,0,NA,NA,400,2,0,0,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"18","UA","UA53",1440684,0.057649667405765,0.053,NA,NA,451,5,0.057649667405765,0.053,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"19","UA","UA56",1162049,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"20","UA","UA59",1115051,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"21","UA","UA61",1066523,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"22","UA","UA63",2720342,0.00206185567010309,0.0222222222222222,NA,NA,970,9,0.00206185567010309,0.0222222222222222,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"23","UA","UA65",1063803,0,0,NA,NA,100,1,0,0,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"24","UA","UA68",1296103,0,0,NA,NA,55,2,0,0,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"25","UA","UA71",1246166,0,0,NA,NA,50,1,0,0,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"26","UA","UA74",1047023,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
"27","UA","UA77",910001,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.0071609098567818,NA,2374,19,0.0136828069885305,11669,0,0,0.012580265950948,0
