"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","UA","UA05",1604270,0.00623188405797101,0.00577307466196355,NA,NA,6900,81,0.00623188405797101,0.00577307466196355,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"2","UA","UA07",1042855,0.0206504904491482,0.0190508182601206,NA,NA,3874,43,0.0206504904491482,0.0190508182601206,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"3","UA","UA09",2263676,0,0,NA,NA,701,10,0,0,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"4","UA","UA12",3258705,0.00528233151183971,0.00511904761904762,NA,NA,10980,121,0.00528233151183971,0.00511904761904762,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"5","UA","UA14",4387702,0.0033955857385399,0.00230769230769231,NA,NA,1767,26,0.0033955857385399,0.00230769230769231,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"6","UA","UA18",1249225,0.00957854406130268,0.00576923076923077,NA,NA,6264,65,0.00957854406130268,0.00576923076923077,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"7","UA","UA21",1259497,0.0203389830508475,0.0154761904761905,NA,NA,1475,14,0.0203389830508475,0.0154761904761905,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"8","UA","UA23",1755663,0.00214868929952729,0.00384839650145773,NA,NA,4654,49,0.00214868929952729,0.00384839650145773,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"9","UA","UA26",1382721,0.0179294389820706,0.0168089430894309,NA,NA,3458,41,0.0179294389820706,0.0168089430894309,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"10","UA","UA30",2900920,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"11","UA","UA32",1731673,0.00502541259779567,0.00964039248037434,NA,NA,52533,554,0.00502541259779567,0.00964039248037434,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"12","UA","UA35",974724,0.00205338809034908,0.00578947368421053,NA,NA,3896,38,0.00205338809034908,0.00578947368421053,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"13","UA","UA40",381685,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"14","UA","UA43",1963770,0.0416666666666667,0.025,NA,NA,120,2,0.0416666666666667,0.025,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"15","UA","UA46",2535476,0.00410733844468784,0.00334754797441365,NA,NA,7304,67,0.00410733844468784,0.00334754797441365,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"16","UA","UA48",1159634,0.00517419799931011,0.00439393939393939,NA,NA,2899,33,0.00517419799931011,0.00439393939393939,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"17","UA","UA51",2387282,0.00643238155004707,0.0123335847159377,NA,NA,6374,65,0.00643238155004707,0.0123335847159377,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"18","UA","UA53",1440684,0.00497195308516063,0.00740049751243781,NA,NA,7844,67,0.00497195308516063,0.00740049751243781,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"19","UA","UA56",1162049,0.00600695542206766,0.00588002473716759,NA,NA,3163,35,0.00600695542206766,0.00588002473716759,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"20","UA","UA59",1115051,0.00378071833648393,0.00384250474383302,NA,NA,2645,34,0.00378071833648393,0.00384250474383302,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"21","UA","UA61",1066523,0.00242954324586978,0.00178571428571429,NA,NA,2058,28,0.00242954324586978,0.00178571428571429,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"22","UA","UA63",2720342,0.00367197062423501,0.00903225806451613,NA,NA,5719,62,0.00367197062423501,0.00903225806451613,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"23","UA","UA65",1063803,0.00718648939992813,0.0102380952380952,NA,NA,2783,28,0.00718648939992813,0.0102380952380952,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"24","UA","UA68",1296103,0.00282392026578073,0.00393562917756466,NA,NA,6020,62,0.00282392026578073,0.00393562917756466,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"25","UA","UA71",1246166,0.00860637173486336,0.0109784735812133,NA,NA,6623,73,0.00860637173486336,0.0109784735812133,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"26","UA","UA74",1047023,0.00835197613721104,0.00743781094527363,NA,NA,6705,67,0.00835197613721104,0.00743781094527363,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
"27","UA","UA77",910001,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00652538686222112,0.00748120277468104,NA,NA,16091,156,0.00768105646113849,0.00760817399420086,156759,0,0,0,0.0075734725472468,0.00759635395432066,0,0
