"date","region","regionname","population","sample_size","reach","cases_est","cases_low","cases_high","recentcases_est","recentcases_low","recentcases_high","fatalities_est","fatalities_low","fatalities_high","p_cases","p_cases_low","p_cases_high","p_fatalities","p_fatalities_low","p_fatalities_high","p_recentcases","p_recentcases_low","p_recentcases_high","p_stillsick","p_stillsick_low","p_stillsick_high"
"2020/03/15","ESNA","Provincia:Navarra / Nafarroa",654214,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/16","ESNA","Provincia:Navarra / Nafarroa",654214,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/17","ESNA","Provincia:Navarra / Nafarroa",654214,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/18","ESNA","Provincia:Navarra / Nafarroa",654214,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/19","ESNA","Provincia:Navarra / Nafarroa",654214,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/20","ESNA","Provincia:Navarra / Nafarroa",654214,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/21","ESNA","Provincia:Navarra / Nafarroa",654214,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/22","ESNA","Provincia:Navarra / Nafarroa",654214,1,100,13084.28,0,31035.5822945464,NA,NA,NA,NA,NA,NA,0.02,0,0.0474394957835607,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/23","ESNA","Provincia:Navarra / Nafarroa",654214,1,100,13084.28,0,31035.5822945464,NA,NA,NA,NA,NA,NA,0.02,0,0.0474394957835607,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/24","ESNA","Provincia:Navarra / Nafarroa",654214,2,200,19626.42,4159.65733673736,35093.1826632626,NA,NA,NA,NA,NA,NA,0.03,0.006358251790297,0.053641748209703,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/25","ESNA","Provincia:Navarra / Nafarroa",654214,3,300,19626.42,6997.86116742545,32254.9788325746,NA,NA,NA,NA,NA,NA,0.03,0.0106965934196233,0.0493034065803767,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/26","ESNA","Provincia:Navarra / Nafarroa",654214,3,300,19626.42,6997.86116742545,32254.9788325746,NA,NA,NA,NA,NA,NA,0.03,0.0106965934196233,0.0493034065803767,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/27","ESNA","Provincia:Navarra / Nafarroa",654214,3,300,19626.42,6997.86116742545,32254.9788325746,NA,NA,NA,NA,NA,NA,0.03,0.0106965934196233,0.0493034065803767,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/28","ESNA","Provincia:Navarra / Nafarroa",654214,4,350,24299.3771428571,11337.96009474,37260.7941909743,NA,NA,NA,NA,NA,NA,0.0371428571428571,0.0173306595314989,0.0569550547542154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/29","ESNA","Provincia:Navarra / Nafarroa",654214,4,350,24299.3771428571,11337.96009474,37260.7941909743,NA,NA,NA,NA,NA,NA,0.0371428571428571,0.0173306595314989,0.0569550547542154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/30","ESNA","Provincia:Navarra / Nafarroa",654214,4,350,24299.3771428571,11337.96009474,37260.7941909743,NA,NA,NA,NA,NA,NA,0.0371428571428571,0.0173306595314989,0.0569550547542154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/31","ESNA","Provincia:Navarra / Nafarroa",654214,4,350,24299.3771428571,11337.96009474,37260.7941909743,NA,NA,NA,NA,NA,NA,0.0371428571428571,0.0173306595314989,0.0569550547542154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/01","ESNA","Provincia:Navarra / Nafarroa",654214,4,350,24299.3771428571,11337.96009474,37260.7941909743,NA,NA,NA,NA,NA,NA,0.0371428571428571,0.0173306595314989,0.0569550547542154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/02","ESNA","Provincia:Navarra / Nafarroa",654214,4,350,24299.3771428571,11337.96009474,37260.7941909743,NA,NA,NA,NA,NA,NA,0.0371428571428571,0.0173306595314989,0.0569550547542154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/03","ESNA","Provincia:Navarra / Nafarroa",654214,4,350,24299.3771428571,11337.96009474,37260.7941909743,NA,NA,NA,NA,NA,NA,0.0371428571428571,0.0173306595314989,0.0569550547542154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/04","ESNA","Provincia:Navarra / Nafarroa",654214,4,350,24299.3771428571,11337.96009474,37260.7941909743,NA,NA,NA,NA,NA,NA,0.0371428571428571,0.0173306595314989,0.0569550547542154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/05","ESNA","Provincia:Navarra / Nafarroa",654214,3,250,28785.416,12153.0817281432,45417.7502718568,NA,NA,NA,NA,NA,NA,0.044,0.0185766151872983,0.0694233848127017,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/06","ESNA","Provincia:Navarra / Nafarroa",654214,3,250,28785.416,12153.0817281432,45417.7502718568,NA,NA,NA,NA,NA,NA,0.044,0.0185766151872983,0.0694233848127017,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/07","ESNA","Provincia:Navarra / Nafarroa",654214,3,250,28785.416,12153.0817281432,45417.7502718568,NA,NA,NA,NA,NA,NA,0.044,0.0185766151872983,0.0694233848127017,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/08","ESNA","Provincia:Navarra / Nafarroa",654214,2,150,34891.4133333333,11366.9241514632,58415.9025152035,NA,NA,NA,NA,NA,NA,0.0533333333333333,0.0173749325931013,0.0892917340735654,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/09","ESNA","Provincia:Navarra / Nafarroa",654214,5,340,19241.5882352941,7492.43632415726,30990.740146431,NA,NA,NA,NA,NA,NA,0.0294117647058824,0.0114525771752932,0.0473709522364715,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/10","ESNA","Provincia:Navarra / Nafarroa",654214,6,460,17066.452173913,7537.15639480005,26595.747953026,NA,NA,NA,NA,NA,NA,0.0260869565217391,0.0115209341206395,0.0406529789228388,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/11","ESNA","Provincia:Navarra / Nafarroa",654214,5,410,12765.1512195122,4006.23928802372,21524.0631510007,NA,NA,NA,NA,NA,NA,0.0195121951219512,0.00612374435280156,0.0329006458911009,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/12","ESNA","Provincia:Navarra / Nafarroa",654214,7,500,15701.136,6924.79574690111,24477.4762530989,NA,NA,NA,NA,NA,NA,0.024,0.010584909138143,0.037415090861857,NA,NA,NA,NA,NA,NA,NA,NA,NA
