"","countrycode","regioncode","population_region","estprop_regs","meanprop_regs","sumreach_regs","meanprop_regs_agg","estprop_regs_agg","population_country","estprop_country","meanprop_country","sumreach_country","estprop_country_rhs","meanprop_country_rhs","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg"
"1","EC","ECA",881394,0,0,310,0,0,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"2","EC","ECB",209933,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"3","EC","ECC",186869,0,0,108,0,0,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"4","EC","ECD",161338,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"5","EC","ECE",643654,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"6","EC","ECF",281396,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"7","EC","ECG",4387434,NA,NA,30,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"8","EC","ECH",524004,NA,NA,20,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"9","EC","ECI",476257,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"10","EC","ECL",521154,0.00294117647058824,0.002,340,0.002,0.00294117647058824,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"11","EC","ECM",1562079,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"12","EC","ECN",133705,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"13","EC","ECO",715751,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"14","EC","ECP",3228233,0.00511596180081855,0.00574561403508772,2932,0.00574561403508772,0.00511596180081855,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"15","EC","ECR",921763,NA,NA,30,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"16","EC","ECS",196535,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"17","EC","ECSD",458580,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"18","EC","ECSE",401178,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"19","EC","ECT",590600,0.0151706700379267,0.00913043478260869,2373,0.00913043478260869,0.0151706700379267,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"20","EC","ECU",230503,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"21","EC","ECW",33042,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"22","EC","ECX",488716,NA,NA,16,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"23","EC","ECY",114202,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
"24","EC","ECZ",120416,NA,NA,0,NA,NA,17468736,0,0,500,0.0015460832609122,0.00143015061970952,6159,0.00132276583072397,0.00142999351313384
