"","date","r_c","r_r","I_c_p_w_country","I_c_p_m_country","I_r_p_w_country","I_r_p_m_country","p_w_country","p_m_country"
"1","2020/04/07",460,415,0.00217391304347826,0.00138888888888889,0.0260213935075448,0.0260213935075448,0.0134844323492927,0.0130717339365943
"2","2020/04/08",584,1755,0.00342465753424658,0.0092512077294686,0.0137700955268514,0.0137700955268514,0.0111870532918445,0.0126418225582018
"3","2020/04/09",710,1937,0.0169014084507042,0.0211111111111111,0.0159898774894204,0.0159898774894204,0.0162343757827757,0.0173635366777092
"4","2020/04/10",460,1868,0.0152173913043478,0.0116666666666667,0.0180232996424872,0.0180232996424872,0.0174688675825455,0.0167672639170243
"5","2020/04/11",501,2939,0,0,0.0108326466148685,0.0108326466148685,0.00925498500031937,0.00925498500031937
"6","2020/04/12",459,2038,0,0,0.00246223380847741,0.00246223380847741,0.00200962455013094,0.00200962455013094
"7","2020/04/13",600,1794,0.00333333333333333,0.008,0.0160819864385182,0.0158125437481273,0.0128868352843365,0.0138545127335591
"8","2020/04/14",460,1787,0.00217391304347826,0.00138888888888889,0.0156608045994656,0.0153913619090748,0.0128998032128372,0.0125248120251026
"9","2020/04/15",460,2057,0.00217391304347826,0.00138888888888889,0.0156608045994656,0.0153913619090748,0.0131959773782681,0.0128323084369709
"10","2020/04/16",720,2057,0.00277777777777778,0.00277777777777778,0.0156608045994656,0.0153913619090748,0.0123205887868566,0.0121210052023648
"11","2020/04/17",720,2007,0.00277777777777778,0.00277777777777778,0.0156608045994656,0.0153913619090748,0.0122593453726174,0.0120610426664881
"12","2020/04/18",720,2057,0.00277777777777778,0.00277777777777778,0.0160819864385182,0.0158125437481273,0.0126325697169722,0.0124329861324804
"13","2020/04/19",720,1956,0.00277777777777778,0.00277777777777778,0.0156608045994656,0.0153913619090748,0.0121945193559622,0.0119975724567079
"14","2020/04/20",720,1956,0.00277777777777778,0.00277777777777778,0.0156608045994656,0.0153913619090748,0.0121945193559622,0.0119975724567079
"15","2020/04/21",720,1926,0.00277777777777778,0.00277777777777778,0.0156608045994656,0.0153913619090748,0.0121552190697547,0.0119590941182457
"16","2020/04/23",720,1956,0.00277777777777778,0.00277777777777778,0.0156608045994656,0.0153913619090748,0.0121945193559622,0.0119975724567079
"17","2020/04/24",720,1936,0.00277777777777778,0.00277777777777778,0.0156608045994656,0.0153913619090748,0.0121684178104539,0.0119720168132413
"18","2020/04/25",720,2206,0.00277777777777778,0.00277777777777778,0.0156608045994656,0.0153913619090748,0.0124906817998705,0.0122875407967939
"19","2020/04/26",730,2206,0.00273972602739726,0.00185185185185185,0.0156608045994656,0.0153913619090748,0.0124481386057293,0.0120249305937571
"20","2020/04/29",730,1936,0.00273972602739726,0.00185185185185185,0.0156608045994656,0.0153913619090748,0.0121227748329203,0.01168399418898
"21","2020/04/30",730,1956,0.00273972602739726,0.00185185185185185,0.0165031682775707,0.0162337255871799,0.0127625454768906,0.0123250257261265
"22","2020/05/02",730,2206,0.00273972602739726,0.00185185185185185,0.0158011985458165,0.0155317558554257,0.0125536253378989,0.0121304173259267
"23","2020/05/12",730,1936,0.00273972602739726,0.00185185185185185,0.017064744062974,0.0167953013725832,0.0131422897621597,0.0127035091182194
"24","2020/05/17",730,1936,0.00273972602739726,0.00185185185185185,0.0216598142298687,0.0213903715394779,0.016479144917114,0.0160403642731737
