"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","sumreach_regs_rhs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","IT","IT21","ITAL",421284,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"2","IT","IT21","ITVC",170911,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"3","IT","IT21","ITAT",214638,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"4","IT","IT21","ITTO",2259523,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"5","IT","IT21","ITCN",587089,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"6","IT","IT21","ITVB",158349,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"7","IT","IT21","ITNO",369018,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"8","IT","IT21","ITBI",175585,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"9","IT","IT23","ITAO",125666,NA,NA,0,125666,NA,NA,0,0,0,0,NA,NA,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"10","IT","IT25","ITBS",1265954,NA,NA,0,10060574,0.0528233151183971,0.0531547619047619,1098,0,0,0,0.0528233151183971,0.0531547619047619,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"11","IT","IT25","ITBG",1114590,NA,NA,0,10060574,0.0528233151183971,0.0531547619047619,1098,0,0,0,0.0528233151183971,0.0531547619047619,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"12","IT","IT25","ITPV",545888,NA,NA,0,10060574,0.0528233151183971,0.0531547619047619,1098,0,0,0,0.0528233151183971,0.0531547619047619,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"13","IT","IT25","ITCO",599204,NA,NA,0,10060574,0.0528233151183971,0.0531547619047619,1098,0,0,0,0.0528233151183971,0.0531547619047619,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"14","IT","IT25","ITCR",358955,NA,NA,0,10060574,0.0528233151183971,0.0531547619047619,1098,0,0,0,0.0528233151183971,0.0531547619047619,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"15","IT","IT25","ITMI",3250315,NA,NA,0,10060574,0.0528233151183971,0.0531547619047619,1098,0,0,0,0.0528233151183971,0.0531547619047619,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"16","IT","IT25","ITVA",890768,NA,NA,0,10060574,0.0528233151183971,0.0531547619047619,1098,0,0,0,0.0528233151183971,0.0531547619047619,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"17","IT","IT25","ITMB",873935,NA,NA,0,10060574,0.0528233151183971,0.0531547619047619,1098,0,0,0,0.0528233151183971,0.0531547619047619,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"18","IT","IT25","ITLC",337380,NA,NA,0,10060574,0.0528233151183971,0.0531547619047619,1098,0,0,0,0.0528233151183971,0.0531547619047619,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"19","IT","IT25","ITSO",181095,NA,NA,0,10060574,0.0528233151183971,0.0531547619047619,1098,0,0,0,0.0528233151183971,0.0531547619047619,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"20","IT","IT25","ITMN",412292,NA,NA,0,10060574,0.0528233151183971,0.0531547619047619,1098,0,0,0,0.0528233151183971,0.0531547619047619,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"21","IT","IT25","ITLO",230198,NA,NA,0,10060574,0.0528233151183971,0.0531547619047619,1098,0,0,0,0.0528233151183971,0.0531547619047619,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"22","IT","IT32","ITBZ",531178,NA,NA,0,1072276,0.190909090909091,0.166666666666667,110,0,0,0,0.190909090909091,0.166666666666667,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"23","IT","IT32","ITTN",541098,NA,NA,0,1072276,0.190909090909091,0.166666666666667,110,0,0,0,0.190909090909091,0.166666666666667,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"24","IT","IT34","ITRO",234937,NA,NA,0,4905854,0.0453648915187377,0.0562337662337662,507,0,0,0,0.0453648915187377,0.0562337662337662,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"25","IT","IT34","ITVE",853338,NA,NA,0,4905854,0.0453648915187377,0.0562337662337662,507,0,0,0,0.0453648915187377,0.0562337662337662,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"26","IT","IT34","ITPD",937908,NA,NA,0,4905854,0.0453648915187377,0.0562337662337662,507,0,0,0,0.0453648915187377,0.0562337662337662,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"27","IT","IT34","ITVI",862418,NA,NA,0,4905854,0.0453648915187377,0.0562337662337662,507,0,0,0,0.0453648915187377,0.0562337662337662,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"28","IT","IT34","ITBL",202950,NA,NA,0,4905854,0.0453648915187377,0.0562337662337662,507,0,0,0,0.0453648915187377,0.0562337662337662,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"29","IT","IT34","ITTV",887806,NA,NA,0,4905854,0.0453648915187377,0.0562337662337662,507,0,0,0,0.0453648915187377,0.0562337662337662,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"30","IT","IT34","ITVR",926497,NA,NA,0,4905854,0.0453648915187377,0.0562337662337662,507,0,0,0,0.0453648915187377,0.0562337662337662,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"31","IT","IT36","ITPN",312533,NA,NA,0,1215220,NA,NA,80,0,0,0,NA,NA,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"32","IT","IT36","ITTS",234493,NA,NA,0,1215220,NA,NA,80,0,0,0,NA,NA,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"33","IT","IT36","ITUD",528791,NA,NA,0,1215220,NA,NA,80,0,0,0,NA,NA,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"34","IT","IT36","ITGO",139403,NA,NA,0,1215220,NA,NA,80,0,0,0,NA,NA,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
"35","IT","IT42","ITIM",213840,NA,NA,0,1550640,NA,NA,0,0,0,0,NA,NA,60453010,0.0136852394916911,0.013803457688808,6138,0.0474698715914752,0.0525438677158347,2565,0.0236424475045541,0.0252212620918097
