"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","sumreach_regs_rhs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","PT","Alentejo","PT02",152758,0,0,850,437970,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"2","PT","Alentejo","PT07",166706,0.02,0.02,100,437970,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"3","PT","Alentejo","PT12",118506,NA,NA,0,437970,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"4","PT","Algarve","PT08",451006,0,0,330,451006,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"5","PT","Centro","PT06",430104,0,0,80,1711875,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"6","PT","Centro","PT05",196264,NA,NA,0,1711875,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"7","PT","Centro","PT10",470930,0,0,115,1711875,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"8","PT","Centro","PT09",160939,NA,NA,0,1711875,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"9","PT","Centro","PT14",453638,0.05,0.05,40,1711875,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"10","PT","Lisboa","PT11",2250533,0.0106508875739645,0.0122333333333333,1690,3101791,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"11","PT","Lisboa","PT15",851258,0.0166666666666667,0.01,120,3101791,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"12","PT","Norte","PT01",714200,0.024,0.0266666666666667,125,4344904,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"13","PT","Norte","PT18",377653,0,0,120,4344904,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"14","PT","Norte","PT03",848185,0.0029038112522686,0.00300813008130081,2755,4344904,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"15","PT","Norte","PT04",136252,NA,NA,0,4344904,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"16","PT","Norte","PT13",1817117,0.0061744966442953,0.0104609929078014,3725,4344904,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"17","PT","Norte","PT16",244836,0,0,330,4344904,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"18","PT","Norte","PT17",206661,0,0,17,4344904,NA,NA,0,0,0,0,NA,NA,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"19","PT","PT20",NA,NA,NA,NA,NA,245766,0,0,100,0,0,0,0,0,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
"20","PT","PT30",NA,NA,NA,NA,NA,267785,0,0,100,0,0,0,0,0,10561097,0.0032258064516129,0.00538461538461539,1240,0,0,200,0.00277777777777778,0.00463675213675214
