"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,0,8414240,0.0375335120643432,0.0340965207631874,0.00550964187327824,0.00555555555555556,373,9,0,0,0,0,20,20,0.0356234096692112,0.032361328866842,0.00522925297387476,0.00527283008199039,47026208,0.08,0.08,0,0,200,2,0.0476755861639873,0.0510478412241567,5279,0.00283729069214993,0.00290383579909328,5279,0.0488555246139239,0.0521046822088562,0.00273372103738994,0.00279783704752937
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,0,8414240,0.0375335120643432,0.0340965207631874,0.00550964187327824,0.00555555555555556,373,9,0,0,0,0,20,20,0.0356234096692112,0.032361328866842,0.00522925297387476,0.00527283008199039,47026208,0.08,0.08,0,0,200,2,0.0476755861639873,0.0510478412241567,5279,0.00283729069214993,0.00290383579909328,5279,0.0488555246139239,0.0521046822088562,0.00273372103738994,0.00279783704752937
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,0,8414240,0.0375335120643432,0.0340965207631874,0.00550964187327824,0.00555555555555556,373,9,0,0,0,0,20,20,0.0356234096692112,0.032361328866842,0.00522925297387476,0.00527283008199039,47026208,0.08,0.08,0,0,200,2,0.0476755861639873,0.0510478412241567,5279,0.00283729069214993,0.00290383579909328,5279,0.0488555246139239,0.0521046822088562,0.00273372103738994,0.00279783704752937
"4","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,0,8414240,0.0375335120643432,0.0340965207631874,0.00550964187327824,0.00555555555555556,373,9,0,0,0,0,20,20,0.0356234096692112,0.032361328866842,0.00522925297387476,0.00527283008199039,47026208,0.08,0.08,0,0,200,2,0.0476755861639873,0.0510478412241567,5279,0.00283729069214993,0.00290383579909328,5279,0.0488555246139239,0.0521046822088562,0.00273372103738994,0.00279783704752937
"5","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,0,8414240,0.0375335120643432,0.0340965207631874,0.00550964187327824,0.00555555555555556,373,9,0,0,0,0,20,20,0.0356234096692112,0.032361328866842,0.00522925297387476,0.00527283008199039,47026208,0.08,0.08,0,0,200,2,0.0476755861639873,0.0510478412241567,5279,0.00283729069214993,0.00290383579909328,5279,0.0488555246139239,0.0521046822088562,0.00273372103738994,0.00279783704752937
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,0,8414240,0.0375335120643432,0.0340965207631874,0.00550964187327824,0.00555555555555556,373,9,0,0,0,0,20,20,0.0356234096692112,0.032361328866842,0.00522925297387476,0.00527283008199039,47026208,0.08,0.08,0,0,200,2,0.0476755861639873,0.0510478412241567,5279,0.00283729069214993,0.00290383579909328,5279,0.0488555246139239,0.0521046822088562,0.00273372103738994,0.00279783704752937
"7","ES","ESAN","ESMA",1661785,0,0,0,0,20,1,8414240,0.0375335120643432,0.0340965207631874,0.00550964187327824,0.00555555555555556,373,9,0,0,0,0,20,20,0.0356234096692112,0.032361328866842,0.00522925297387476,0.00527283008199039,47026208,0.08,0.08,0,0,200,2,0.0476755861639873,0.0510478412241567,5279,0.00283729069214993,0.00290383579909328,5279,0.0488555246139239,0.0521046822088562,0.00273372103738994,0.00279783704752937
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,0,8414240,0.0375335120643432,0.0340965207631874,0.00550964187327824,0.00555555555555556,373,9,0,0,0,0,20,20,0.0356234096692112,0.032361328866842,0.00522925297387476,0.00527283008199039,47026208,0.08,0.08,0,0,200,2,0.0476755861639873,0.0510478412241567,5279,0.00283729069214993,0.00290383579909328,5279,0.0488555246139239,0.0521046822088562,0.00273372103738994,0.00279783704752937
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,0,1319291,0.05,0.05,0,0,80,1,0,0,0,0,0,0,0.05,0.05,0,0,47026208,0.08,0.08,0,0,200,2,0.0476755861639873,0.0510478412241567,5279,0.00283729069214993,0.00290383579909328,5279,0.0488555246139239,0.0521046822088562,0.00273372103738994,0.00279783704752937
"10","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,0,1319291,0.05,0.05,0,0,80,1,0,0,0,0,0,0,0.05,0.05,0,0,47026208,0.08,0.08,0,0,200,2,0.0476755861639873,0.0510478412241567,5279,0.00283729069214993,0.00290383579909328,5279,0.0488555246139239,0.0521046822088562,0.00273372103738994,0.00279783704752937
