"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,0,8414240,0.0369127516778524,0.0315151515151515,0,0,298,6,0,0,0,0,20,20,0.0345911949685535,0.0295330665141986,0,0,47026208,0.11,0,100,1,0.0353033258235263,1695,0.000833143792522406,1695,0.039464700429458,0.000786729096560155
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,0,8414240,0.0369127516778524,0.0315151515151515,0,0,298,6,0,0,0,0,20,20,0.0345911949685535,0.0295330665141986,0,0,47026208,0.11,0,100,1,0.0353033258235263,1695,0.000833143792522406,1695,0.039464700429458,0.000786729096560155
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,0,8414240,0.0369127516778524,0.0315151515151515,0,0,298,6,0,0,0,0,20,20,0.0345911949685535,0.0295330665141986,0,0,47026208,0.11,0,100,1,0.0353033258235263,1695,0.000833143792522406,1695,0.039464700429458,0.000786729096560155
"4","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,0,8414240,0.0369127516778524,0.0315151515151515,0,0,298,6,0,0,0,0,20,20,0.0345911949685535,0.0295330665141986,0,0,47026208,0.11,0,100,1,0.0353033258235263,1695,0.000833143792522406,1695,0.039464700429458,0.000786729096560155
"5","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,0,8414240,0.0369127516778524,0.0315151515151515,0,0,298,6,0,0,0,0,20,20,0.0345911949685535,0.0295330665141986,0,0,47026208,0.11,0,100,1,0.0353033258235263,1695,0.000833143792522406,1695,0.039464700429458,0.000786729096560155
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,0,8414240,0.0369127516778524,0.0315151515151515,0,0,298,6,0,0,0,0,20,20,0.0345911949685535,0.0295330665141986,0,0,47026208,0.11,0,100,1,0.0353033258235263,1695,0.000833143792522406,1695,0.039464700429458,0.000786729096560155
"7","ES","ESAN","ESMA",1661785,0,0,0,0,20,1,8414240,0.0369127516778524,0.0315151515151515,0,0,298,6,0,0,0,0,20,20,0.0345911949685535,0.0295330665141986,0,0,47026208,0.11,0,100,1,0.0353033258235263,1695,0.000833143792522406,1695,0.039464700429458,0.000786729096560155
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,0,8414240,0.0369127516778524,0.0315151515151515,0,0,298,6,0,0,0,0,20,20,0.0345911949685535,0.0295330665141986,0,0,47026208,0.11,0,100,1,0.0353033258235263,1695,0.000833143792522406,1695,0.039464700429458,0.000786729096560155
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,0,1319291,0.05,0.05,0,0,80,1,0,0,0,0,0,0,0.05,0.05,0,0,47026208,0.11,0,100,1,0.0353033258235263,1695,0.000833143792522406,1695,0.039464700429458,0.000786729096560155
"10","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,0,1319291,0.05,0.05,0,0,80,1,0,0,0,0,0,0,0.05,0.05,0,0,47026208,0.11,0,100,1,0.0353033258235263,1695,0.000833143792522406,1695,0.039464700429458,0.000786729096560155
"11","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,0,1319291,0.05,0.05,0,0,80,1,0,0,0,0,0,0,0.05,0.05,0,0,47026208,0.11,0,100,1,0.0353033258235263,1695,0.000833143792522406,1695,0.039464700429458,0.000786729096560155
"12","ES","ESAS","ESO",1022800,0.1,0.1,0,0,50,1,1022800,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.11,0,100,1,0.0353033258235263,1695,0.000833143792522406,1695,0.039464700429458,0.000786729096560155
"13","ES","ESCB","ESS",581078,0.1,0.153333333333333,0,0,130,3,581078,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.11,0,100,1,0.0353033258235263,1695,0.000833143792522406,1695,0.039464700429458,0.000786729096560155
"14","ES","ESCE","ESCE",84777,NA,NA,NA,NA,0,0,84777,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.11,0,100,1,0.0353033258235263,1695,0.000833143792522406,1695,0.039464700429458,0.000786729096560155
