"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,0,8414240,0.0282485875706215,0.076,0,0,354,5,0,0,0,0,0,0,0.0282485875706215,0.076,0,0,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,0,8414240,0.0282485875706215,0.076,0,0,354,5,0,0,0,0,0,0,0.0282485875706215,0.076,0,0,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,0,8414240,0.0282485875706215,0.076,0,0,354,5,0,0,0,0,0,0,0.0282485875706215,0.076,0,0,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"4","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,0,8414240,0.0282485875706215,0.076,0,0,354,5,0,0,0,0,0,0,0.0282485875706215,0.076,0,0,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"5","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,0,8414240,0.0282485875706215,0.076,0,0,354,5,0,0,0,0,0,0,0.0282485875706215,0.076,0,0,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,0,8414240,0.0282485875706215,0.076,0,0,354,5,0,0,0,0,0,0,0.0282485875706215,0.076,0,0,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"7","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,0,8414240,0.0282485875706215,0.076,0,0,354,5,0,0,0,0,0,0,0.0282485875706215,0.076,0,0,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,0,8414240,0.0282485875706215,0.076,0,0,354,5,0,0,0,0,0,0,0.0282485875706215,0.076,0,0,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,0,1319291,0.0470588235294118,0.0733333333333333,NA,NA,170,3,0,0,0,0,0,0,0.0470588235294118,0.0733333333333333,NA,NA,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"10","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,0,1319291,0.0470588235294118,0.0733333333333333,NA,NA,170,3,0,0,0,0,0,0,0.0470588235294118,0.0733333333333333,NA,NA,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"11","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,0,1319291,0.0470588235294118,0.0733333333333333,NA,NA,170,3,0,0,0,0,0,0,0.0470588235294118,0.0733333333333333,NA,NA,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"12","ES","ESAS","ESO",1022800,0.02,0.02,NA,NA,50,1,1022800,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"13","ES","ESCB","ESS",581078,NA,NA,NA,NA,0,0,581078,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"14","ES","ESCE","ESCE",84777,NA,NA,NA,NA,0,0,84777,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,0,2399548,0.0676056338028169,0.07375,0,0,355,4,0,0,0,0,0,0,0.0676056338028169,0.07375,0,0,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"16","ES","ESCL","ESLE",460001,NA,NA,NA,NA,0,0,2399548,0.0676056338028169,0.07375,0,0,355,4,0,0,0,0,0,0,0.0676056338028169,0.07375,0,0,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"17","ES","ESCL","ESP",160980,NA,NA,NA,NA,0,0,2399548,0.0676056338028169,0.07375,0,0,355,4,0,0,0,0,0,0,0.0676056338028169,0.07375,0,0,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"18","ES","ESCL","ESSG",153129,NA,NA,NA,NA,0,0,2399548,0.0676056338028169,0.07375,0,0,355,4,0,0,0,0,0,0,0.0676056338028169,0.07375,0,0,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
"19","ES","ESCL","ESSA",330119,NA,NA,NA,NA,0,0,2399548,0.0676056338028169,0.07375,0,0,355,4,0,0,0,0,0,0,0.0676056338028169,0.07375,0,0,47026208,0.114285714285714,0.05,1260,11,0.0585961278020842,2606,0,2026,0.0767463810274784,0.0191722458916616
