"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,0,8414240,0.0440499671268902,0.0616487455197133,0.00834028356964137,0.0156521739130435,1521,31,0.00762907362789014,0.00762907362789014,0,0,100,80,0.0418031507481734,0.0583162549650049,0.00792352986222643,0.0148700540423105,47026208,0.112781954887218,0.017636684303351,1197,13,0.05569497878528,10231,0.00261229201519747,10076,0.0616744249170633,0.00420762578339757
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,0,8414240,0.0440499671268902,0.0616487455197133,0.00834028356964137,0.0156521739130435,1521,31,0.00762907362789014,0.00762907362789014,0,0,100,80,0.0418031507481734,0.0583162549650049,0.00792352986222643,0.0148700540423105,47026208,0.112781954887218,0.017636684303351,1197,13,0.05569497878528,10231,0.00261229201519747,10076,0.0616744249170633,0.00420762578339757
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,0,8414240,0.0440499671268902,0.0616487455197133,0.00834028356964137,0.0156521739130435,1521,31,0.00762907362789014,0.00762907362789014,0,0,100,80,0.0418031507481734,0.0583162549650049,0.00792352986222643,0.0148700540423105,47026208,0.112781954887218,0.017636684303351,1197,13,0.05569497878528,10231,0.00261229201519747,10076,0.0616744249170633,0.00420762578339757
"4","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,0,8414240,0.0440499671268902,0.0616487455197133,0.00834028356964137,0.0156521739130435,1521,31,0.00762907362789014,0.00762907362789014,0,0,100,80,0.0418031507481734,0.0583162549650049,0.00792352986222643,0.0148700540423105,47026208,0.112781954887218,0.017636684303351,1197,13,0.05569497878528,10231,0.00261229201519747,10076,0.0616744249170633,0.00420762578339757
"5","ES","ESAN","ESCA",1240155,0,0,NA,NA,20,1,8414240,0.0440499671268902,0.0616487455197133,0.00834028356964137,0.0156521739130435,1521,31,0.00762907362789014,0.00762907362789014,0,0,100,80,0.0418031507481734,0.0583162549650049,0.00792352986222643,0.0148700540423105,47026208,0.112781954887218,0.017636684303351,1197,13,0.05569497878528,10231,0.00261229201519747,10076,0.0616744249170633,0.00420762578339757
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,0,8414240,0.0440499671268902,0.0616487455197133,0.00834028356964137,0.0156521739130435,1521,31,0.00762907362789014,0.00762907362789014,0,0,100,80,0.0418031507481734,0.0583162549650049,0.00792352986222643,0.0148700540423105,47026208,0.112781954887218,0.017636684303351,1197,13,0.05569497878528,10231,0.00261229201519747,10076,0.0616744249170633,0.00420762578339757
"7","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,0,8414240,0.0440499671268902,0.0616487455197133,0.00834028356964137,0.0156521739130435,1521,31,0.00762907362789014,0.00762907362789014,0,0,100,80,0.0418031507481734,0.0583162549650049,0.00792352986222643,0.0148700540423105,47026208,0.112781954887218,0.017636684303351,1197,13,0.05569497878528,10231,0.00261229201519747,10076,0.0616744249170633,0.00420762578339757
"8","ES","ESAN","ESSE",1942389,0.0125,0.0125,0,0,80,1,8414240,0.0440499671268902,0.0616487455197133,0.00834028356964137,0.0156521739130435,1521,31,0.00762907362789014,0.00762907362789014,0,0,100,80,0.0418031507481734,0.0583162549650049,0.00792352986222643,0.0148700540423105,47026208,0.112781954887218,0.017636684303351,1197,13,0.05569497878528,10231,0.00261229201519747,10076,0.0616744249170633,0.00420762578339757
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,0,1319291,0.0576441102756892,0.088001998001998,0.00143266475644699,0.000833333333333333,798,13,0,0,0,0,0,0,0.0576441102756892,0.088001998001998,0.00143266475644699,0.000833333333333333,47026208,0.112781954887218,0.017636684303351,1197,13,0.05569497878528,10231,0.00261229201519747,10076,0.0616744249170633,0.00420762578339757
"10","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,0,1319291,0.0576441102756892,0.088001998001998,0.00143266475644699,0.000833333333333333,798,13,0,0,0,0,0,0,0.0576441102756892,0.088001998001998,0.00143266475644699,0.000833333333333333,47026208,0.112781954887218,0.017636684303351,1197,13,0.05569497878528,10231,0.00261229201519747,10076,0.0616744249170633,0.00420762578339757
