"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,0,8414240,0.0260099612617598,0.0306826682363767,NA,NA,5421,69,0,0,0,0,0,0,0.0260099612617598,0.0306826682363767,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,0,8414240,0.0260099612617598,0.0306826682363767,NA,NA,5421,69,0,0,0,0,0,0,0.0260099612617598,0.0306826682363767,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,0,8414240,0.0260099612617598,0.0306826682363767,NA,NA,5421,69,0,0,0,0,0,0,0.0260099612617598,0.0306826682363767,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"4","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,0,8414240,0.0260099612617598,0.0306826682363767,NA,NA,5421,69,0,0,0,0,0,0,0.0260099612617598,0.0306826682363767,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"5","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,0,8414240,0.0260099612617598,0.0306826682363767,NA,NA,5421,69,0,0,0,0,0,0,0.0260099612617598,0.0306826682363767,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,0,8414240,0.0260099612617598,0.0306826682363767,NA,NA,5421,69,0,0,0,0,0,0,0.0260099612617598,0.0306826682363767,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"7","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,0,8414240,0.0260099612617598,0.0306826682363767,NA,NA,5421,69,0,0,0,0,0,0,0.0260099612617598,0.0306826682363767,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,0,8414240,0.0260099612617598,0.0306826682363767,NA,NA,5421,69,0,0,0,0,0,0,0.0260099612617598,0.0306826682363767,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,0,1319291,0.0172727272727273,0.0290582485319327,NA,NA,1100,19,0,0,0,0,0,0,0.0172727272727273,0.0290582485319327,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"10","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,0,1319291,0.0172727272727273,0.0290582485319327,NA,NA,1100,19,0,0,0,0,0,0,0.0172727272727273,0.0290582485319327,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"11","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,0,1319291,0.0172727272727273,0.0290582485319327,NA,NA,1100,19,0,0,0,0,0,0,0.0172727272727273,0.0290582485319327,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"12","ES","ESAS","ESO",1022800,0.00976042590949423,0.01125,NA,NA,1127,16,1022800,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"13","ES","ESCB","ESS",581078,0.011214953271028,0.0143956043956044,NA,NA,535,7,581078,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"14","ES","ESCE","ESCE",84777,NA,NA,NA,NA,0,0,84777,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,0,2399548,0.0464675201517307,0.0505050505050505,NA,NA,2109,33,0,0,0,0,0,0,0.0464675201517307,0.0505050505050505,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"16","ES","ESCL","ESLE",460001,NA,NA,NA,NA,0,0,2399548,0.0464675201517307,0.0505050505050505,NA,NA,2109,33,0,0,0,0,0,0,0.0464675201517307,0.0505050505050505,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"17","ES","ESCL","ESP",160980,NA,NA,NA,NA,0,0,2399548,0.0464675201517307,0.0505050505050505,NA,NA,2109,33,0,0,0,0,0,0,0.0464675201517307,0.0505050505050505,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"18","ES","ESCL","ESSG",153129,NA,NA,NA,NA,0,0,2399548,0.0464675201517307,0.0505050505050505,NA,NA,2109,33,0,0,0,0,0,0,0.0464675201517307,0.0505050505050505,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"19","ES","ESCL","ESSA",330119,NA,NA,NA,NA,0,0,2399548,0.0464675201517307,0.0505050505050505,NA,NA,2109,33,0,0,0,0,0,0,0.0464675201517307,0.0505050505050505,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"20","ES","ESCL","ESZA",172539,NA,NA,NA,NA,0,0,2399548,0.0464675201517307,0.0505050505050505,NA,NA,2109,33,0,0,0,0,0,0,0.0464675201517307,0.0505050505050505,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"21","ES","ESCL","ESVA",519546,NA,NA,NA,NA,0,0,2399548,0.0464675201517307,0.0505050505050505,NA,NA,2109,33,0,0,0,0,0,0,0.0464675201517307,0.0505050505050505,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"22","ES","ESCL","ESBU",356958,NA,NA,NA,NA,0,0,2399548,0.0464675201517307,0.0505050505050505,NA,NA,2109,33,0,0,0,0,0,0,0.0464675201517307,0.0505050505050505,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"23","ES","ESCL","ESSO",88636,NA,NA,NA,NA,0,0,2399548,0.0464675201517307,0.0505050505050505,NA,NA,2109,33,0,0,0,0,0,0,0.0464675201517307,0.0505050505050505,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"24","ES","ESCM","ESCU",196329,NA,NA,NA,NA,0,0,2032863,0.0546500479386385,0.0631324404761905,NA,NA,2086,32,0,0,0,0,0,0,0.0546500479386385,0.0631324404761905,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"25","ES","ESCM","ESTO",694844,NA,NA,NA,NA,0,0,2032863,0.0546500479386385,0.0631324404761905,NA,NA,2086,32,0,0,0,0,0,0,0.0546500479386385,0.0631324404761905,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"26","ES","ESCM","ESCR",495761,NA,NA,NA,NA,0,0,2032863,0.0546500479386385,0.0631324404761905,NA,NA,2086,32,0,0,0,0,0,0,0.0546500479386385,0.0631324404761905,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"27","ES","ESCM","ESGU",257762,NA,NA,NA,NA,0,0,2032863,0.0546500479386385,0.0631324404761905,NA,NA,2086,32,0,0,0,0,0,0,0.0546500479386385,0.0631324404761905,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"28","ES","ESCM","ESAB",388167,NA,NA,NA,NA,0,0,2032863,0.0546500479386385,0.0631324404761905,NA,NA,2086,32,0,0,0,0,0,0,0.0546500479386385,0.0631324404761905,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"29","ES","ESCN","ESTF",1032983,NA,NA,NA,NA,0,0,2153389,0.0312138728323699,0.0363888888888889,NA,NA,865,12,0,0,0,0,0,0,0.0312138728323699,0.0363888888888889,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"30","ES","ESCN","ESGC",1120406,NA,NA,NA,NA,0,0,2153389,0.0312138728323699,0.0363888888888889,NA,NA,865,12,0,0,0,0,0,0,0.0312138728323699,0.0363888888888889,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"31","ES","ESCT","ESB",5664579,NA,NA,NA,NA,0,0,7675217,0.0362269309637731,0.0537945615404632,NA,NA,4389,61,0,0,0,0,0,0,0.0362269309637731,0.0537945615404632,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
"32","ES","ESCT","ESL",434930,NA,NA,NA,NA,0,0,7675217,0.0362269309637731,0.0537945615404632,NA,NA,4389,61,0,0,0,0,0,0,0.0362269309637731,0.0537945615404632,NA,NA,47026208,0.0734338874821094,NA,9083,99,0.0343596563124802,24844,0,0,0.044820682684212,0
