Timestamp,Region,Reach,Cases
"2020/04/14 12:52:01 AM UTC",,90,0
"2020/04/14 03:17:58 AM UTC",,75,0
"2020/04/16 03:44:50 AM UTC",,25,0
"2020/04/17 11:25:58 PM UTC",,100,0
"2020/04/29 03:13:35 AM UTC",,100,1
