"","date","r_c","r_r","r_r_recent","I_c_p_w_country","I_c_p_m_country","I_c_recent_p_w_country","I_c_recent_p_m_country","I_r_p_w_country","I_r_p_m_country","I_r_recent_p_w_country","I_r_recent_p_m_country","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"62","2020/05/20",2715,60303,60303,0.103867403314917,0.0736947496947497,0.0150375939849624,0.00588235294117647,0.0580301971157069,0.0653986797894534,0.0018660369372159,0.00243926597018174,0.0600049982016007,0.065756098777566,0.00243350619020127,0.00258760424061639
"63","2020/05/21",2515,60677,60677,0.106560636182903,0.0739120879120879,0.0150375939849624,0.00588235294117647,0.0583298359257884,0.0655725953704639,0.00184827463677245,0.00240920789403356,0.0602493900251466,0.0659045016836394,0.00237320086415405,0.00254743678049964
"64","2020/05/22",2285,59782,59782,0.112910284463895,0.0778390641616448,0.0150375939849624,0.00588235294117647,0.0582119661649109,0.065320223583561,0.00183724144345578,0.00239309060507782,0.0602256877450288,0.0657811053842107,0.00232321314431683,0.0025215479888403
"65","2020/05/23",2185,59960,59960,0.11533180778032,0.0784336996336996,0.0150375939849624,0.00588235294117647,0.0582174833944565,0.0650993653441554,0.00183024951619321,0.00237916591075491,0.0602256063131645,0.0655681966326365,0.00229461587976648,0.00250233694078904
"66","2020/05/24",2005,59660,59660,0.114214463840399,0.0742009419152276,0.0150375939849624,0.00588235294117647,0.0574836306384703,0.0642982308626243,0.00178787575085487,0.00234082699825369,0.0593281992036185,0.0646202114944328,0.00221868228712967,0.00245597756203477
"67","2020/05/25",1725,58798,58798,0.109565217391304,0.0690605804451958,0.0150375939849624,0.00588235294117647,0.0580984854105061,0.0647348646366036,0.00177499532468067,0.00232295686554564,0.0595653676315936,0.0648581542912774,0.00215300009458609,0.00242440521130615
"68","2020/05/26",1725,58608,58608,0.109565217391304,0.0690605804451958,0.0150375939849624,0.00588235294117647,0.0581915377211609,0.0646097271526778,0.00174976375650401,0.00228938892313934,0.0596603789428969,0.0647369829153548,0.00212968033854187,0.00239211650060298
"69","2020/05/27",1445,57593,57593,0.103114186851211,0.0630634920634921,0.0150375939849624,0.00588235294117647,0.0581954188564263,0.0644660035624762,0.00174928968998815,0.00228401292392041,0.0592948399030821,0.0644316760257028,0.00207453105497744,0.00237208503552539
"70","2020/05/28",1445,57124,57124,0.103114186851211,0.0630634920634921,0.0150375939849624,0.00588235294117647,0.0581681405702382,0.0642519241333634,0.00172953686779123,0.00224485505660043,0.0592770383980311,0.0642226034288787,0.00205786998828693,0.00233459851206684
"71","2020/05/29",1295,57274,57274,0.111969111969112,0.0651601731601732,0.0150375939849624,0.00588235294117647,0.0578854814897902,0.0640792177452631,0.00170838365045248,0.00222560230491421,0.0590813069515656,0.0641031183968418,0.00200310145992832,0.00230645552204204
"72","2020/05/30",1295,57456,57456,0.111969111969112,0.0651601731601732,0.0150375939849624,0.00588235294117647,0.0573429531774118,0.063421605187025,0.00170339043831018,0.00221965349758471,0.0585470326932541,0.0634599270117637,0.0019973053264468,0.00230038737070093
"73","2020/05/31",1295,57745,57745,0.111969111969112,0.0651601731601732,0.0150375939849624,0.00588235294117647,0.0572071120625403,0.0632603894896635,0.00170386769335749,0.00224687516647616,0.0584082772027675,0.0633020598801328,0.00199633340385255,0.00232661676061973
"74","2020/06/01",1005,57644,57644,0.117412935323383,0.0622714285714286,0.0150375939849624,0.00588235294117647,0.0568883131855242,0.063038841025486,0.0017970059925372,0.00230190461750257,0.0579254535502116,0.0630256907668912,0.00202389461693637,0.00236325861442139
"75","2020/06/02",905,57869,57869,0.114917127071823,0.0581804511278195,0.0150375939849624,0.00588235294117647,0.0566504985096074,0.0627995486947557,0.00178550225602398,0.00228443540088608,0.0575476860219224,0.0627284239916884,0.00198955750179063,0.00233983600955595
"76","2020/06/03",765,57642,57642,0.113725490196078,0.0546666666666667,0.0150375939849624,0.00588235294117647,0.0568524852001249,0.0629454968435225,0.0017784734380289,0.00227834725404277,0.0575973933245261,0.0628370628358643,0.00195213801964419,0.00232555160199177
"77","2020/06/04",765,57130,57130,0.113725490196078,0.0546666666666667,0.0150375939849624,0.00588235294117647,0.0564517018715173,0.0628417140172702,0.00177461974515521,0.00226504221097961,0.0572084934436443,0.0627336924053312,0.00194987106726338,0.00231283982232084
"78","2020/06/05",865,57473,57473,0.113294797687861,0.0575789473684211,0.0130718954248366,0.00555555555555556,0.0564141684625252,0.0630353294207475,0.00176246981962823,0.00224825001985627,0.0572575594646151,0.0629544255420533,0.00193015902989435,0.00229728871313303
"79","2020/06/06",865,57565,57565,0.113294797687861,0.0575789473684211,0.0130718954248366,0.00555555555555556,0.0561514027243959,0.0626929840617342,0.00174755225547829,0.00222861601087088,0.0569973557732304,0.0626172756629713,0.00191519827364524,0.00227786815371106
"80","2020/06/07",565,57371,57371,0.0991150442477876,0.042125,0,0,0.055440007278914,0.061911364085815,0.00185243906719846,0.00225155997643804,0.0558659323667249,0.061718404687367,0.0018343738215314,0.0022296024476703
"81","2020/06/08",565,57382,57382,0.0991150442477876,0.042125,0,0,0.0555219596716161,0.0619236939310988,0.00256861428716443,0.00332846705753619,0.0559470048471306,0.0617306509423147,0.00254356955538801,0.00329601354160771
"82","2020/06/09",665,57416,57416,0.0917293233082707,0.0425882352941176,0,0,0.055251609316791,0.0617542362567129,0.00245517809257437,0.00314883777803028,0.0556692619020484,0.0615347946038466,0.00242706746377042,0.00311278507366242
"83","2020/06/10",665,57152,57152,0.0917293233082707,0.0425882352941176,0,0,0.0552929963947144,0.0617738555245983,0.00248283104696789,0.00316749820120694,0.055712080010217,0.061553186215342,0.00245427400239218,0.00313106624687166
"84","2020/06/11",510,56613,56613,0.0725490196078431,0.0337777777777778,0,0,0.0549364876333283,0.0614103175549204,0.0023951919713321,0.00309472077218587,0.0550937341243565,0.061163611407023,0.00237380745186744,0.00306709078787456
