"","countrycode","regioncode","population_region","estprop_regs","meanprop_regs","sumreach_regs","meanprop_regs_agg","estprop_regs_agg","population_country","estprop_country","meanprop_country","sumreach_country","estprop_country_rhs","meanprop_country_rhs","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg"
"1","US","USAK",731545,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"2","US","USAL",4903185,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"3","US","USAR",3017825,NA,NA,10,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"4","US","USAZ",7278717,NA,NA,31,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"5","US","USCA",39512223,0.0204872646733112,0.0187087264150943,1806,0.0187087264150943,0.0204872646733112,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"6","US","USCO",5758736,NA,NA,30,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"7","US","USCT",3565287,0.01,0.01,100,0.01,0.01,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"8","US","USDC",705749,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"9","US","USDE",973764,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"10","US","USFL",21477737,0.0103448275862069,0.028,290,0.028,0.0103448275862069,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"11","US","USGA",10617423,NA,NA,20,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"12","US","USHI",1415872,NA,NA,10,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"13","US","USIA",3155070,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"14","US","USID",1787065,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"15","US","USIL",12671821,0.065,0.065,200,0.065,0.065,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"16","US","USIN",6732219,NA,NA,28,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"17","US","USKS",2913314,0,0,100,0,0,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"18","US","USKY",4467673,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"19","US","USLA",4648794,0.025,0.055,120,0.055,0.025,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"20","US","USMA",6949503,0.0133689839572193,0.0157371794871795,1496,0.0157371794871795,0.0133689839572193,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"21","US","USMD",6045680,0.0151515151515152,0.0416666666666667,330,0.0416666666666667,0.0151515151515152,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"22","US","USME",1344212,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"23","US","USMI",9986857,0.0114285714285714,0.0148148148148148,175,0.0148148148148148,0.0114285714285714,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"24","US","USMN",5639632,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"25","US","USMO",6137428,NA,NA,4,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"26","US","USMS",2976149,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"27","US","USMT",1068778,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"28","US","USNC",10488084,0,0,150,0,0,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"29","US","USND",762062,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"30","US","USNE",1934408,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"31","US","USNH",1359711,0,0,100,0,0,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"32","US","USNJ",8882190,0.0134615384615385,0.0357142857142857,520,0.0357142857142857,0.0134615384615385,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"33","US","USNM",2096829,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"34","US","USNV",3080156,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"35","US","USNY",19453561,0.0285714285714286,0.05625,210,0.05625,0.0285714285714286,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"36","US","USOH",11689100,NA,NA,20,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"37","US","USOK",3956971,NA,NA,0,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"38","US","USOR",4217737,0.131578947368421,0.0666666666666667,76,0.0666666666666667,0.131578947368421,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
"39","US","USPA",12801989,NA,NA,30,NA,NA,328300544,0.00452488687782805,0.0125,221,0.0122730378336964,0.0163016132313582,6825,0.0161823744399688,0.0120300146487337
