"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","US","USAK",731545,NA,NA,0,NA,NA,328300544,0.0294550810014728,0.0330994152046784,679,0.0130823116745606,0.020709059185845,3359,0.0158354346000122,0.0227925291553318
"2","US","USAL",4903185,NA,NA,0,NA,NA,328300544,0.0294550810014728,0.0330994152046784,679,0.0130823116745606,0.020709059185845,3359,0.0158354346000122,0.0227925291553318
"3","US","USAR",3017825,NA,NA,10,NA,NA,328300544,0.0294550810014728,0.0330994152046784,679,0.0130823116745606,0.020709059185845,3359,0.0158354346000122,0.0227925291553318
"4","US","USAZ",7278717,NA,NA,31,NA,NA,328300544,0.0294550810014728,0.0330994152046784,679,0.0130823116745606,0.020709059185845,3359,0.0158354346000122,0.0227925291553318
"5","US","USCA",39512223,0.0146341463414634,0.00857142857142857,410,0.0146341463414634,0.00857142857142857,328300544,0.0294550810014728,0.0330994152046784,679,0.0130823116745606,0.020709059185845,3359,0.0158354346000122,0.0227925291553318
"6","US","USCO",5758736,NA,NA,30,NA,NA,328300544,0.0294550810014728,0.0330994152046784,679,0.0130823116745606,0.020709059185845,3359,0.0158354346000122,0.0227925291553318
"7","US","USCT",3565287,0.01,0.01,100,0.01,0.01,328300544,0.0294550810014728,0.0330994152046784,679,0.0130823116745606,0.020709059185845,3359,0.0158354346000122,0.0227925291553318
"8","US","USDC",705749,NA,NA,0,NA,NA,328300544,0.0294550810014728,0.0330994152046784,679,0.0130823116745606,0.020709059185845,3359,0.0158354346000122,0.0227925291553318
"9","US","USDE",973764,NA,NA,0,NA,NA,328300544,0.0294550810014728,0.0330994152046784,679,0.0130823116745606,0.020709059185845,3359,0.0158354346000122,0.0227925291553318
"10","US","USFL",21477737,0.00714285714285714,0.01,280,0.00714285714285714,0.01,328300544,0.0294550810014728,0.0330994152046784,679,0.0130823116745606,0.020709059185845,3359,0.0158354346000122,0.0227925291553318
"11","US","USGA",10617423,0.025,0.025,200,0.025,0.025,328300544,0.0294550810014728,0.0330994152046784,679,0.0130823116745606,0.020709059185845,3359,0.0158354346000122,0.0227925291553318
"12","US","USHI",1415872,NA,NA,10,NA,NA,328300544,0.0294550810014728,0.0330994152046784,679,0.0130823116745606,0.020709059185845,3359,0.0158354346000122,0.0227925291553318
"13","US","USIA",3155070,NA,NA,0,NA,NA,328300544,0.0294550810014728,0.0330994152046784,679,0.0130823116745606,0.020709059185845,3359,0.0158354346000122,0.0227925291553318
