"","countrycode","regioncode","population_region","estprop_regs","meanprop_regs","sumreach_regs","meanprop_regs_agg","estprop_regs_agg","population_country","estprop_country","meanprop_country","sumreach_country","estprop_country_rhs","meanprop_country_rhs","sumreach_country_rhs","meanprop_country_agg","estprop_country_agg"
"1","US","USAK",731545,NA,NA,0,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"2","US","USAL",4903185,NA,NA,0,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"3","US","USAR",3017825,NA,NA,10,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"4","US","USAZ",7278717,NA,NA,31,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"5","US","USCA",39512223,0.0129119945633707,0.0114098532494759,5886,0.0114098532494759,0.0129119945633707,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"6","US","USCO",5758736,NA,NA,30,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"7","US","USCT",3565287,0.01,0.01,100,0.01,0.01,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"8","US","USDC",705749,NA,NA,0,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"9","US","USDE",973764,NA,NA,0,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"10","US","USFL",21477737,0.00975609756097561,0.028125,615,0.028125,0.00975609756097561,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"11","US","USGA",10617423,0.015625,0.0125,320,0.0125,0.015625,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"12","US","USHI",1415872,NA,NA,10,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"13","US","USIA",3155070,NA,NA,0,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"14","US","USID",1787065,0,0,20,0,0,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"15","US","USIL",12671821,0.0551020408163265,0.0479166666666667,490,0.0479166666666667,0.0551020408163265,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"16","US","USIN",6732219,0.0131578947368421,0.005,228,0.005,0.0131578947368421,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"17","US","USKS",2913314,0,0,225,0,0,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"18","US","USKY",4467673,NA,NA,0,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"19","US","USLA",4648794,0.025,0.055,120,0.055,0.025,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"20","US","USMA",6949503,0.0524579346750247,0.0692545608787672,3031,0.0692545608787672,0.0524579346750247,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"21","US","USMD",6045680,0.0153846153846154,0.0444444444444444,390,0.0444444444444444,0.0153846153846154,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"22","US","USME",1344212,NA,NA,0,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"23","US","USMI",9986857,0.01,0.0111111111111111,200,0.0111111111111111,0.01,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"24","US","USMN",5639632,NA,NA,0,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"25","US","USMO",6137428,NA,NA,4,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"26","US","USMS",2976149,NA,NA,0,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"27","US","USMT",1068778,NA,NA,0,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"28","US","USNC",10488084,0.00769230769230769,0.0666666666666667,260,0.0666666666666667,0.00769230769230769,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"29","US","USND",762062,NA,NA,0,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"30","US","USNE",1934408,NA,NA,0,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"31","US","USNH",1359711,0,0,100,0,0,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"32","US","USNJ",8882190,0.0134615384615385,0.0357142857142857,520,0.0357142857142857,0.0134615384615385,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"33","US","USNM",2096829,0,0,25,0,0,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"34","US","USNV",3080156,NA,NA,0,NA,NA,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
"35","US","USNY",19453561,0.0654545454545455,0.075,550,0.075,0.0654545454545455,328300544,0.0491990846681922,0.0735222672064777,874,0.0152998674902899,0.0205836354723292,15466,0.0234152367046209,0.0171130814323637
