"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","EC","ECA",881394,0,0,NA,NA,355,6,0,0,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"2","EC","ECB",209933,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"3","EC","ECC",186869,0,0,NA,NA,158,5,0,0,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"4","EC","ECD",161338,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"5","EC","ECE",643654,0,0,NA,NA,10,1,0,0,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"6","EC","ECF",281396,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"7","EC","ECG",4387434,0.1,0.1,NA,NA,30,1,0.1,0.1,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"8","EC","ECH",524004,0.0232558139534884,0.0217391304347826,NA,NA,43,2,0.0232558139534884,0.0217391304347826,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"9","EC","ECI",476257,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"10","EC","ECL",521154,0.00294117647058824,0.00272727272727273,NA,NA,680,11,0.00294117647058824,0.00272727272727273,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"11","EC","ECM",1562079,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"12","EC","ECN",133705,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"13","EC","ECO",715751,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"14","EC","ECP",3228233,0.00476009139375476,0.00511111111111111,NA,NA,5252,60,0.00476009139375476,0.00511111111111111,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"15","EC","ECR",921763,0,0,NA,NA,30,1,0,0,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"16","EC","ECS",196535,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"17","EC","ECSD",458580,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"18","EC","ECSE",401178,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"19","EC","ECT",590600,0.0114365411436541,0.00935493037794828,NA,NA,3585,51,0.0114365411436541,0.00935493037794828,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"20","EC","ECU",230503,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"21","EC","ECW",33042,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"22","EC","ECX",488716,0,0,NA,NA,46,3,0,0,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"23","EC","ECY",114202,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
"24","EC","ECZ",120416,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.0182608695652174,NA,1150,10,0.038353831911502,10189,0,0,0.0363160061157328,0
