"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","EC","ECA",881394,0,0,NA,NA,9,1,0,0,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"2","EC","ECB",209933,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"3","EC","ECC",186869,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"4","EC","ECD",161338,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"5","EC","ECE",643654,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"6","EC","ECF",281396,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"7","EC","ECG",4387434,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"8","EC","ECH",524004,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"9","EC","ECI",476257,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"10","EC","ECL",521154,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"11","EC","ECM",1562079,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"12","EC","ECN",133705,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"13","EC","ECO",715751,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"14","EC","ECP",3228233,0.0722222222222222,0.0833333333333333,NA,NA,180,2,0.0722222222222222,0.0833333333333333,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"15","EC","ECR",921763,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"16","EC","ECS",196535,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"17","EC","ECSD",458580,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"18","EC","ECSE",401178,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"19","EC","ECT",590600,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"20","EC","ECU",230503,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"21","EC","ECW",33042,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"22","EC","ECX",488716,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"23","EC","ECY",114202,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
"24","EC","ECZ",120416,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,NA,NA,0,0,0.056732681849499,189,0,0,0.056732681849499,0
